NPL_OID,NPL_PERSPECTIVE_FK,NPL_NODE_FK
6605,Whole mouse,8720
6606,Whole mouse,8725
6607,Whole mouse,8732
6608,Whole mouse,8742
6609,Whole mouse,8747
6610,Whole mouse,875
6611,Whole mouse,8752
6612,Whole mouse,8757
6613,Whole mouse,8762
6614,Whole mouse,8767
6615,Whole mouse,878
6616,Whole mouse,8784
6617,Whole mouse,8794
6618,Whole mouse,8804
6619,Whole mouse,8809
6620,Whole mouse,881
6621,Whole mouse,8814
6622,Whole mouse,8819
6623,Whole mouse,8824
6624,Whole mouse,8829
6625,Whole mouse,8834
6626,Whole mouse,8839
6627,Whole mouse,884
6628,Whole mouse,8856
6629,Whole mouse,8866
6630,Whole mouse,887
6631,Whole mouse,8876
6632,Whole mouse,8881
6633,Whole mouse,8886
6634,Whole mouse,8891
6635,Whole mouse,8896
6636,Whole mouse,890
6637,Whole mouse,8901
6638,Whole mouse,8906
6639,Whole mouse,8911
6640,Whole mouse,8916
6641,Whole mouse,8921
6642,Whole mouse,8926
6643,Whole mouse,893
6644,Whole mouse,8931
6645,Whole mouse,8936
6646,Whole mouse,8941
6647,Whole mouse,8946
6648,Whole mouse,896
6649,Whole mouse,8964
6650,Whole mouse,8969
6651,Whole mouse,8976
6652,Whole mouse,8986
6653,Whole mouse,899
6654,Whole mouse,8991
6655,Whole mouse,8996
6656,Whole mouse,9001
6657,Whole mouse,9006
6658,Whole mouse,9011
6659,Whole mouse,9016
6660,Whole mouse,902
6661,Whole mouse,9031
6662,Whole mouse,9036
6663,Whole mouse,9041
6664,Whole mouse,9048
6665,Whole mouse,905
6666,Whole mouse,9051
6667,Whole mouse,9061
6668,Whole mouse,9066
6669,Whole mouse,9071
6670,Whole mouse,9076
6671,Whole mouse,908
6672,Whole mouse,9081
6673,Whole mouse,9086
6674,Whole mouse,9091
6675,Whole mouse,9101
6676,Whole mouse,9106
6677,Whole mouse,911
6678,Whole mouse,9113
6679,Whole mouse,9118
6680,Whole mouse,9123
6681,Whole mouse,9128
6682,Whole mouse,9133
6683,Whole mouse,9138
6684,Whole mouse,914
6685,Whole mouse,9143
6686,Whole mouse,9148
6687,Whole mouse,9163
6688,Whole mouse,9168
6689,Whole mouse,917
6690,Whole mouse,9173
6691,Whole mouse,9178
6692,Whole mouse,9185
6693,Whole mouse,9195
6694,Whole mouse,920
6695,Whole mouse,9200
6696,Whole mouse,9205
6697,Whole mouse,9210
6698,Whole mouse,9215
6699,Whole mouse,9220
6700,Whole mouse,923
6701,Whole mouse,9235
6702,Whole mouse,9240
6703,Whole mouse,9247
6704,Whole mouse,9252
6705,Whole mouse,9257
6706,Whole mouse,926
6707,Whole mouse,9267
6708,Whole mouse,9272
6709,Whole mouse,9277
6710,Whole mouse,9282
6711,Whole mouse,9287
6712,Whole mouse,929
6713,Whole mouse,9292
6714,Whole mouse,9307
6715,Whole mouse,9312
6716,Whole mouse,9317
6717,Whole mouse,932
6718,Whole mouse,9324
6719,Whole mouse,9329
6720,Whole mouse,9339
6721,Whole mouse,9344
6722,Whole mouse,9349
6723,Whole mouse,935
6724,Whole mouse,9354
6725,Whole mouse,9359
6726,Whole mouse,9364
6727,Whole mouse,9367
6728,Whole mouse,9370
6729,Whole mouse,9373
6730,Whole mouse,9376
6731,Whole mouse,9379
6732,Whole mouse,938
6733,Whole mouse,9382
6734,Whole mouse,9385
6735,Whole mouse,9388
6736,Whole mouse,9391
6737,Whole mouse,9394
6738,Whole mouse,9397
6739,Whole mouse,9400
6740,Whole mouse,9403
6741,Whole mouse,9406
6742,Whole mouse,9409
6743,Whole mouse,941
6744,Whole mouse,9414
6745,Whole mouse,9419
6746,Whole mouse,9425
6747,Whole mouse,9431
6748,Whole mouse,944
6749,Whole mouse,9448
6750,Whole mouse,9458
6751,Whole mouse,9461
6752,Whole mouse,9464
6753,Whole mouse,9467
6754,Whole mouse,947
6755,Whole mouse,9471
6756,Whole mouse,9485
6757,Whole mouse,9492
6758,Whole mouse,9499
6759,Whole mouse,950
6760,Whole mouse,9506
6761,Whole mouse,9513
6762,Whole mouse,9521
6763,Whole mouse,9526
6764,Whole mouse,953
6765,Whole mouse,9531
6766,Whole mouse,9536
6767,Whole mouse,9541
6768,Whole mouse,9546
6769,Whole mouse,9551
6770,Whole mouse,9556
6771,Whole mouse,956
6772,Whole mouse,9561
6773,Whole mouse,9566
6774,Whole mouse,9571
6775,Whole mouse,9576
6776,Whole mouse,9581
6777,Whole mouse,9587
6778,Whole mouse,959
6779,Whole mouse,9593
6780,Whole mouse,9599
6781,Whole mouse,9602
6782,Whole mouse,9615
6783,Whole mouse,9619
6784,Whole mouse,962
6785,Whole mouse,9624
6786,Whole mouse,9628
6787,Whole mouse,9632
6788,Whole mouse,9635
6789,Whole mouse,9639
6790,Whole mouse,9642
6791,Whole mouse,9645
6792,Whole mouse,9649
6793,Whole mouse,9652
6794,Whole mouse,9656
6795,Whole mouse,9660
6796,Whole mouse,9664
6797,Whole mouse,9668
6798,Whole mouse,967
6799,Whole mouse,9671
6800,Whole mouse,9674
6801,Whole mouse,9677
6802,Whole mouse,9680
6803,Whole mouse,9683
6804,Whole mouse,9687
6805,Whole mouse,9690
6806,Whole mouse,9693
6807,Whole mouse,970
6808,Whole mouse,9702
6809,Whole mouse,9710
6810,Whole mouse,9726
6811,Whole mouse,973
6812,Whole mouse,9734
6813,Whole mouse,9742
6814,Whole mouse,9750
6815,Whole mouse,9753
6816,Whole mouse,9758
6817,Whole mouse,9766
6818,Whole mouse,9774
6819,Whole mouse,978
6820,Whole mouse,9782
6821,Whole mouse,9790
6822,Whole mouse,9798
6823,Whole mouse,9805
6824,Whole mouse,9812
6825,Whole mouse,982
6826,Whole mouse,9820
6827,Whole mouse,9827
6828,Whole mouse,9835
6829,Whole mouse,9843
6830,Whole mouse,9850
6831,Whole mouse,9857
6832,Whole mouse,986
6833,Whole mouse,9865
6834,Whole mouse,9872
6835,Whole mouse,9880
6836,Whole mouse,9885
6837,Whole mouse,9890
6838,Whole mouse,9895
6839,Whole mouse,9899
6840,Whole mouse,990
6841,Whole mouse,9907
6842,Whole mouse,9915
6843,Whole mouse,9923
6844,Whole mouse,9931
6845,Whole mouse,9939
6846,Whole mouse,994
6847,Whole mouse,9947
6848,Whole mouse,9952
6849,Whole mouse,9960
6850,Whole mouse,9965
6851,Whole mouse,9970
6852,Whole mouse,9975
6853,Whole mouse,998
6854,Whole mouse,9980
6855,Whole mouse,9986
6856,Whole mouse,9991
6857,Whole mouse,9996
